Player,Nation,Pos,is_gk,is_df,is_mf,is_fw,Season,Squad,Age,Starts,Min,90s,xG.1,xAG.1,xG+xAG,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Scott Carson,ENG,GK,1,0,0,0,2020-2021,Manchester City,34,1,90,1.0,0.0,0.0,0.0,19.0,17.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,,0.0,,12.0,54.0,43.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Fabio Carvalho,POR,"MF,FW",0,0,1,1,2020-2021,Fulham,17,3,255,2.8,0.41,0.15,0.56,47.5,0.0,3.93,20.36,23.57,5.71,47.5,3.57,2.86,28.57,0.71,7.14,30.36,163.57,70.0,3.57,1.43,1.79,3.93,3.21,31.79,5.0
Matty Cash,POL,DF,0,1,0,0,2020-2021,Aston Villa,22,28,2372,26.4,0.01,0.07,0.08,62.69,5.42,21.59,29.02,12.69,0.91,62.69,0.68,0.45,2.53,0.23,1.26,28.64,160.91,74.28,1.63,1.25,0.19,0.76,0.49,30.76,2.35
Kiko Casilla,ESP,GK,1,0,0,0,2020-2021,Leeds United,33,3,270,3.0,0.0,0.0,0.0,34.33,29.33,34.33,0.0,0.0,0.0,34.33,0.0,0.0,,0.0,,15.67,70.33,42.0,0.0,0.0,0.0,0.0,0.0,12.33,0.0
Timothy Castagne,BEL,DF,0,1,0,0,2020-2021,Leicester City,24,27,2345,26.1,0.04,0.09,0.13,68.97,2.68,20.0,32.49,16.86,1.53,68.97,0.92,0.42,1.75,0.5,2.08,35.21,151.84,82.53,1.99,1.03,0.11,0.92,0.42,44.44,5.67
Jonny Castro,ESP,"MF,DF",0,1,1,0,2020-2021,Wolves,26,7,495,5.5,0.01,0.01,0.02,54.36,2.55,15.45,24.55,14.55,1.09,54.36,1.45,0.55,6.82,0.91,11.36,23.27,131.82,72.73,2.36,1.09,0.36,1.64,1.27,30.36,3.27
Ivan Cavaleiro,POR,FW,0,0,0,1,2020-2021,Fulham,26,27,2472,27.5,0.23,0.1,0.33,43.67,0.91,5.27,17.2,21.71,2.65,43.6,3.56,1.93,1.97,1.64,1.67,25.82,170.87,67.67,2.47,1.45,0.84,3.64,1.82,30.33,8.36
Edinson Cavani,URU,FW,0,0,0,1,2020-2021,Manchester Utd,33,13,1375,15.3,0.52,0.15,0.67,30.46,0.78,2.22,12.81,15.56,4.51,30.46,0.78,0.39,3.27,0.39,3.27,14.58,49.93,12.09,0.33,0.26,0.26,2.03,0.65,22.03,5.23
Dani Ceballos,ESP,MF,0,0,1,0,2020-2021,Arsenal,23,17,1615,17.9,0.04,0.15,0.18,82.79,3.41,17.88,47.21,18.49,1.28,82.79,2.12,1.45,3.82,0.67,1.77,53.85,351.56,184.8,3.02,2.74,0.17,1.28,0.84,60.89,2.91
Calum Chambers,ENG,DF,0,1,0,0,2020-2021,Arsenal,25,8,753,8.4,0.05,0.13,0.18,81.79,5.0,28.93,32.62,20.6,2.14,81.79,1.19,0.48,4.76,0.71,7.14,40.6,190.0,92.62,1.9,1.43,0.0,0.83,0.48,49.05,5.83
Ben Chilwell,ENG,DF,0,1,0,0,2020-2021,Chelsea,23,27,2286,25.4,0.1,0.1,0.19,82.83,1.93,20.39,34.45,28.54,2.56,82.83,1.06,0.63,2.33,0.43,1.6,46.18,266.89,141.5,3.7,2.68,0.35,1.34,0.75,55.83,7.32
Hamza Choudhury,BAN,MF,0,0,1,0,2020-2021,Leicester City,22,4,316,3.5,0.11,0.0,0.11,81.71,2.86,20.0,53.14,8.86,0.57,81.71,0.29,0.0,0.0,0.29,28.57,46.29,181.43,93.14,0.86,0.29,0.0,1.71,0.0,53.43,0.29
Andreas Christensen,DEN,DF,0,1,0,0,2020-2021,Chelsea,24,15,1371,15.2,0.01,0.02,0.03,83.68,10.72,45.2,36.97,2.24,0.46,83.68,0.46,0.46,6.58,0.0,0.0,52.57,256.05,140.39,0.46,0.79,0.0,0.59,0.07,61.78,0.07
Carney Chukwuemeka,ENG,"MF,FW",0,0,1,1,2020-2021,Aston Villa,16,0,20,0.2,0.17,0.0,0.17,65.0,0.0,10.0,25.0,30.0,10.0,65.0,0.0,0.0,,0.0,,35.0,60.0,40.0,0.0,0.0,0.0,5.0,0.0,55.0,5.0
Ciaran Clark,IRL,DF,0,1,0,0,2020-2021,Newcastle Utd,30,21,1891,21.0,0.03,0.01,0.04,48.86,8.52,29.05,17.81,2.29,0.76,48.86,0.38,0.19,2.38,0.19,2.38,24.76,114.57,51.9,0.43,0.19,0.0,0.52,0.05,27.05,0.19
Nathaniel Clyne,ENG,DF,0,1,0,0,2020-2021,Crystal Palace,29,13,1145,12.7,0.01,0.02,0.03,54.96,2.76,17.87,26.06,11.18,0.47,54.96,0.47,0.31,5.25,0.16,2.62,27.24,128.98,64.57,1.42,0.79,0.0,0.63,0.16,28.66,1.57
Conor Coady,ENG,DF,0,1,0,0,2020-2021,Wolves,27,37,3303,36.7,0.03,0.0,0.03,58.23,10.95,35.97,22.04,0.46,0.33,58.23,0.22,0.16,2.04,0.05,0.68,34.93,141.69,65.69,0.11,0.14,0.0,0.25,0.08,40.71,0.05
Séamus Coleman,IRL,"DF,MF",0,1,1,0,2020-2021,Everton,31,18,1613,17.9,0.05,0.1,0.15,53.85,4.08,17.88,23.58,13.24,1.62,53.85,1.84,1.12,3.39,0.73,2.2,30.17,173.91,79.66,1.73,1.56,0.22,1.51,1.28,32.35,5.03
Aaron Connolly,IRL,FW,0,0,0,1,2020-2021,Brighton,20,9,791,8.8,0.45,0.02,0.48,19.77,0.11,1.36,6.48,12.27,3.98,19.77,1.25,0.57,5.17,0.68,6.19,12.05,74.09,31.36,1.36,1.25,0.57,3.07,0.91,15.23,6.59
Liam Cooper,SCO,DF,0,1,0,0,2020-2021,Leeds United,28,25,2185,24.3,0.08,0.0,0.08,79.59,8.52,44.73,33.17,2.1,0.95,79.59,0.16,0.12,3.09,0.04,1.03,46.17,246.05,147.2,0.49,0.33,0.0,0.29,0.04,51.11,0.04
Theo Corbeanu,CAN,FW,0,0,0,1,2020-2021,Wolves,18,0,9,0.1,0.0,0.42,0.42,80.0,0.0,0.0,70.0,10.0,0.0,80.0,0.0,0.0,,0.0,,50.0,270.0,70.0,0.0,0.0,0.0,20.0,0.0,50.0,10.0
Jack Cork,ENG,MF,0,0,1,0,2020-2021,Burnley,31,15,1350,15.0,0.02,0.04,0.05,42.6,1.73,7.07,26.47,9.53,0.87,42.6,0.47,0.33,4.76,0.13,1.91,21.47,89.13,34.67,0.53,0.73,0.07,0.93,0.87,25.0,0.87
Hélder Costa,ANG,"MF,FW",0,0,1,1,2020-2021,Leeds United,26,13,1156,12.8,0.17,0.04,0.22,38.83,0.7,7.19,14.22,17.97,3.44,38.83,3.75,1.48,3.09,2.27,4.72,23.67,166.8,90.78,3.67,1.33,1.02,3.36,1.56,26.33,6.56
Vladimír Coufal,CZE,DF,0,1,0,0,2020-2021,West Ham,27,34,3054,33.9,0.04,0.16,0.2,61.83,4.78,18.55,26.46,17.35,1.24,61.83,0.71,0.44,1.84,0.27,1.11,26.46,136.81,61.33,2.06,1.12,0.27,1.06,0.47,31.18,4.69
Aaron Cresswell,ENG,DF,0,1,0,0,2020-2021,West Ham,30,36,3170,35.2,0.03,0.18,0.21,67.22,4.8,21.53,30.43,15.77,0.4,67.22,0.28,0.11,1.14,0.17,1.7,32.61,147.76,71.7,0.99,0.88,0.0,0.37,0.26,38.32,2.73
Patrick Cutrone,ITA,FW,0,0,0,1,2020-2021,Wolves,22,0,25,0.3,0.3,0.0,0.3,13.33,0.0,0.0,3.33,10.0,3.33,13.33,0.0,0.0,,0.0,,6.67,16.67,0.0,0.0,0.0,0.0,3.33,0.0,13.33,10.0
Stuart Dallas,NIR,"MF,DF",0,1,1,0,2020-2021,Leeds United,29,38,3409,37.9,0.11,0.05,0.16,68.6,2.27,18.23,34.27,16.78,1.53,68.6,0.87,0.58,1.76,0.29,0.88,38.92,216.17,113.54,2.51,1.79,0.26,1.4,0.9,46.09,3.32
Scott Dann,ENG,DF,0,1,0,0,2020-2021,Crystal Palace,33,15,1350,15.0,0.02,0.0,0.02,51.27,6.87,28.27,21.6,1.67,1.13,51.27,0.27,0.27,6.67,0.0,0.0,26.47,102.87,51.93,0.13,0.0,0.0,0.33,0.0,29.73,0.0
Karl Darlow,WAL,GK,1,0,0,0,2020-2021,Newcastle Utd,29,25,2250,25.0,0.0,0.0,0.0,32.32,27.88,32.08,0.28,0.0,0.0,32.32,0.0,0.0,,0.0,,13.44,87.56,53.64,0.0,0.0,0.0,0.04,0.0,9.04,0.0
Ben Davies,WAL,DF,0,1,0,0,2020-2021,Tottenham,27,14,1346,15.0,0.01,0.04,0.05,63.6,5.13,20.33,30.8,12.8,0.87,63.6,0.47,0.2,2.86,0.27,3.81,31.27,143.47,81.4,1.87,1.33,0.2,0.33,0.13,36.93,3.67
Tom Davies,ENG,MF,0,0,1,0,2020-2021,Everton,22,17,1423,15.8,0.01,0.06,0.07,54.81,3.61,17.59,31.46,6.65,0.25,54.81,1.52,1.14,4.75,0.38,1.58,32.09,157.91,73.8,0.7,0.44,0.06,1.33,0.63,36.46,1.08
Keinan Davis,ENG,"FW,MF",0,0,1,1,2020-2021,Aston Villa,22,1,277,3.1,0.47,0.19,0.67,38.06,0.97,2.58,14.84,21.61,9.35,38.06,3.87,2.9,24.19,0.97,8.06,23.55,129.35,58.71,2.26,1.94,1.29,3.23,1.29,31.29,11.94
Leif Davis,ENG,DF,0,1,0,0,2020-2021,Leeds United,20,0,33,0.4,0.0,0.0,0.0,62.5,7.5,40.0,17.5,7.5,0.0,62.5,0.0,0.0,,0.0,,37.5,250.0,115.0,2.5,5.0,0.0,2.5,2.5,42.5,0.0
Craig Dawson,ENG,DF,0,1,0,0,2020-2021,West Ham,30,22,1925,21.4,0.09,0.0,0.09,44.91,7.66,25.23,18.5,1.5,0.98,44.91,0.0,0.0,,0.0,,24.39,105.89,50.37,0.09,0.14,0.0,0.23,0.0,25.09,0.05
Kevin De Bruyne,BEL,MF,0,0,1,0,2020-2021,Manchester City,29,23,1997,22.2,0.42,0.36,0.78,75.95,0.59,4.73,32.21,40.09,4.14,75.81,3.02,2.16,3.23,0.86,1.28,46.35,263.74,160.36,4.59,3.96,1.13,2.03,1.49,57.88,8.38
Liam Delap,ENG,FW,0,0,0,1,2020-2021,Manchester City,17,0,40,0.4,0.1,0.0,0.1,25.0,0.0,0.0,17.5,7.5,2.5,25.0,0.0,0.0,,0.0,,12.5,17.5,0.0,0.0,0.0,0.0,7.5,2.5,17.5,2.5
Fabian Delph,ENG,"MF,DF",0,1,1,0,2020-2021,Everton,30,2,266,3.0,0.01,0.02,0.03,89.33,2.33,23.33,56.67,10.67,0.0,89.33,3.33,2.33,23.33,1.0,10.0,56.67,280.0,130.0,0.67,2.33,0.0,1.33,0.0,69.33,1.33
Leander Dendoncker,BEL,"MF,DF",0,1,1,0,2020-2021,Wolves,25,28,2503,27.8,0.11,0.03,0.14,53.53,3.42,15.65,30.0,8.17,2.12,53.53,0.47,0.25,1.94,0.22,1.66,26.15,122.16,58.56,0.54,0.43,0.14,1.08,0.4,34.78,1.12
Mbaye Diagne,SEN,FW,0,0,0,1,2020-2021,West Brom,28,14,1189,13.2,0.5,0.07,0.58,26.21,1.52,3.86,11.52,11.14,3.18,26.21,1.21,0.76,4.73,0.45,2.84,14.09,57.12,21.82,0.3,0.15,0.3,1.97,1.44,21.21,4.55
Amad Diallo,CIV,FW,0,0,0,1,2020-2021,Manchester Utd,18,2,166,1.8,0.02,0.27,0.29,51.67,1.67,10.56,27.22,15.56,0.56,51.67,7.78,2.78,19.83,5.0,35.72,35.0,239.44,126.11,5.0,3.33,0.0,2.78,2.78,35.56,3.89
Ibrahima Diallo,FRA,MF,0,0,1,0,2020-2021,Southampton,21,10,1020,11.3,0.04,0.06,0.1,63.89,2.3,14.51,41.42,9.03,0.8,63.89,1.5,0.88,5.2,0.62,3.65,36.28,174.51,79.38,0.97,1.33,0.0,1.77,1.33,43.89,1.15
Grady Diangana,COD,"MF,FW",0,0,1,1,2020-2021,West Brom,22,15,1235,13.7,0.08,0.01,0.09,42.26,1.39,8.98,15.91,18.25,2.04,42.26,3.58,1.82,3.72,1.75,3.58,22.55,119.78,59.71,1.82,1.82,0.51,3.8,2.77,27.59,6.13
Rúben Dias,POR,DF,0,1,0,0,2020-2021,Manchester City,23,32,2843,31.6,0.06,0.0,0.06,93.48,7.75,33.1,58.42,2.34,0.92,93.48,0.25,0.19,2.37,0.06,0.79,66.04,374.02,233.39,1.2,0.6,0.0,0.32,0.13,74.97,0.16
Eric Dier,ENG,DF,0,1,0,0,2020-2021,Tottenham,26,28,2520,28.0,0.04,0.01,0.05,73.46,11.93,40.57,31.25,2.0,0.75,73.46,0.14,0.11,2.68,0.04,0.89,44.61,242.68,141.18,0.75,0.25,0.07,0.43,0.04,50.96,0.21
Lucas Digne,FRA,"DF,MF",0,1,1,0,2020-2021,Everton,27,30,2681,29.8,0.02,0.17,0.19,67.99,3.36,18.32,28.05,22.05,1.17,67.99,0.94,0.6,2.16,0.34,1.2,30.37,147.11,77.72,1.98,1.11,0.1,1.11,0.67,36.51,6.61
Issa Diop,FRA,DF,0,1,0,0,2020-2021,West Ham,23,15,1381,15.3,0.03,0.0,0.03,48.04,6.93,23.79,23.66,0.72,0.52,48.04,0.33,0.2,3.92,0.13,2.61,23.86,120.59,56.47,0.26,0.0,0.0,0.39,0.13,28.3,0.07
Moussa Djenepo,MLI,MF,0,0,1,0,2020-2021,Southampton,22,15,1240,13.8,0.06,0.03,0.08,46.88,1.16,9.57,22.25,15.51,2.75,46.88,3.77,1.96,3.76,1.81,3.49,25.36,130.72,61.3,2.03,1.3,1.09,3.55,1.23,28.41,5.65
Matt Doherty,IRL,DF,0,1,0,0,2020-2021,Tottenham,28,13,1240,13.8,0.03,0.05,0.08,73.77,4.28,23.12,33.91,17.39,1.09,73.77,1.23,0.36,2.13,0.87,5.12,35.22,145.87,76.09,1.3,1.45,0.07,1.38,0.65,42.9,4.93
Abdoulaye Doucouré,MLI,MF,0,0,1,0,2020-2021,Everton,27,29,2443,27.1,0.09,0.07,0.16,58.97,2.25,15.61,32.51,11.66,1.22,58.97,1.22,0.77,2.35,0.44,1.34,31.62,159.3,72.8,1.25,1.51,0.11,1.29,0.96,38.38,2.58
Martin Dúbravka,SVK,GK,1,0,0,0,2020-2021,Newcastle Utd,31,13,1170,13.0,0.0,0.0,0.0,35.92,30.77,35.77,0.15,0.0,0.0,35.92,0.0,0.0,,0.0,,17.85,104.31,53.69,0.0,0.0,0.0,0.08,0.0,12.69,0.0
Paul Dummett,WAL,DF,0,1,0,0,2020-2021,Newcastle Utd,28,14,1255,13.9,0.02,0.01,0.04,51.58,6.12,26.4,21.15,4.24,0.36,51.58,0.29,0.22,5.4,0.07,1.8,22.81,78.49,44.68,0.14,0.14,0.0,0.65,0.0,29.93,0.36
Lewis Dunk,ENG,DF,0,1,0,0,2020-2021,Brighton,28,33,2931,32.6,0.07,0.04,0.1,77.02,11.07,43.31,30.58,3.5,1.47,77.02,0.25,0.18,2.3,0.06,0.77,46.44,233.68,115.43,0.83,0.46,0.0,0.37,0.03,53.47,0.21
Jimmy Dunne,IRL,DF,0,1,0,0,2020-2021,Burnley,22,3,270,3.0,0.17,0.04,0.2,64.67,9.0,34.33,24.0,6.67,4.67,64.67,0.67,0.33,16.67,0.33,16.67,28.33,114.67,14.33,0.0,0.0,0.0,0.33,0.33,32.0,0.33
Ederson,BRA,GK,1,0,0,0,2020-2021,Manchester City,26,36,3240,36.0,0.0,0.01,0.01,32.61,26.33,32.47,0.14,0.0,0.0,32.61,0.0,0.0,,0.0,,20.97,99.33,66.69,0.0,0.0,0.0,0.06,0.0,18.58,0.0
Kyle Edwards,ENG,"MF,FW",0,0,1,1,2020-2021,West Brom,22,1,118,1.3,0.09,0.02,0.11,38.46,0.0,7.69,16.92,14.62,3.08,38.46,3.08,0.77,19.23,2.31,57.69,21.54,198.46,109.23,3.85,1.54,1.54,0.77,0.77,25.38,3.08
John Egan,IRL,DF,0,1,0,0,2020-2021,Sheffield Utd,27,30,2629,29.2,0.03,0.02,0.05,49.14,7.09,25.38,22.47,1.71,0.86,49.14,0.0,0.0,,0.0,,25.07,147.33,82.16,0.38,0.31,0.03,0.17,0.03,27.02,0.07
Anthony Elanga,SWE,FW,0,0,0,1,2020-2021,Manchester Utd,18,2,155,1.7,0.26,0.02,0.28,49.41,1.18,8.82,19.41,22.94,2.94,49.41,4.12,1.76,25.24,2.35,33.59,33.53,154.12,40.0,1.18,1.76,0.0,4.71,1.18,38.24,7.65
Ahmed Elmohamady,EGY,DF,0,1,0,0,2020-2021,Aston Villa,32,8,839,9.3,0.05,0.11,0.15,74.52,3.87,24.52,29.35,20.97,1.51,74.52,0.32,0.22,7.17,0.11,3.58,33.76,119.14,60.97,1.08,0.65,0.11,0.54,0.32,40.22,3.87
Mohamed Elneny,EGY,MF,0,0,1,0,2020-2021,Arsenal,28,17,1544,17.2,0.02,0.01,0.03,65.06,3.43,19.01,38.31,8.02,0.35,65.06,0.41,0.23,3.32,0.17,2.49,43.9,193.66,92.03,0.99,0.87,0.06,0.41,0.23,49.3,0.7
Jonny Evans,NIR,DF,0,1,0,0,2020-2021,Leicester City,32,28,2473,27.5,0.06,0.02,0.08,75.09,8.98,39.75,34.29,1.6,0.65,75.09,0.33,0.29,3.23,0.04,0.4,45.49,204.36,107.31,0.25,0.18,0.0,0.18,0.15,50.69,0.18
Eberechi Eze,ENG,MF,0,0,1,0,2020-2021,Crystal Palace,22,29,2559,28.4,0.08,0.14,0.21,51.87,0.77,7.57,24.93,20.81,1.48,51.87,4.15,2.25,1.91,1.9,1.61,34.05,243.56,116.83,2.78,2.46,0.63,2.01,1.3,36.69,4.44
Łukasz Fabiański,POL,GK,1,0,0,0,2020-2021,West Ham,35,35,3150,35.0,0.0,0.0,0.0,30.77,26.69,30.71,0.06,0.0,0.0,30.77,0.0,0.0,,0.0,,16.0,110.94,64.0,0.0,0.0,0.0,0.03,0.0,10.17,0.0
Fabinho,BRA,"DF,MF",0,1,1,0,2020-2021,Liverpool,26,28,2567,28.5,0.01,0.01,0.02,83.72,5.75,28.42,50.18,5.44,0.42,83.72,0.39,0.25,2.23,0.14,1.28,51.54,244.98,135.79,0.95,0.7,0.11,0.6,0.25,60.39,0.46
Bruno Fernandes,POR,MF,0,0,1,0,2020-2021,Manchester Utd,25,35,3099,34.4,0.47,0.33,0.8,78.78,1.16,8.26,33.87,37.18,3.6,78.49,1.31,0.67,1.49,0.64,1.42,43.49,188.23,102.59,2.33,2.21,0.29,1.63,1.08,59.97,7.65
Federico Fernández,ARG,DF,0,1,0,0,2020-2021,Newcastle Utd,31,24,2079,23.1,0.01,0.03,0.04,50.61,11.6,31.13,16.32,3.29,0.61,50.61,0.04,0.0,0.0,0.04,4.33,23.94,92.34,37.14,0.04,0.0,0.0,0.35,0.09,26.8,0.3
Fernandinho,BRA,MF,0,0,1,0,2020-2021,Manchester City,35,12,1188,13.2,0.05,0.1,0.15,86.59,2.35,12.2,61.59,13.71,0.98,86.59,0.98,0.76,5.83,0.23,1.75,53.26,275.23,168.03,2.35,3.18,0.3,0.53,0.3,65.68,0.38
Sam Field,ENG,MF,0,0,1,0,2020-2021,West Brom,22,0,62,0.7,0.0,0.0,0.0,61.43,5.71,24.29,34.29,2.86,0.0,61.43,1.43,1.43,142.86,0.0,0.0,12.86,35.71,1.43,0.0,0.0,0.0,2.86,1.43,14.29,0.0
Roberto Firmino,BRA,FW,0,0,0,1,2020-2021,Liverpool,28,33,2838,31.5,0.36,0.18,0.54,52.79,0.57,3.3,25.05,25.02,5.59,52.79,2.63,1.87,2.26,0.76,0.92,31.4,154.35,75.52,2.1,1.4,0.7,2.54,1.49,40.6,7.05
Will Fish,ENG,FW,0,0,0,1,2020-2021,Manchester Utd,17,0,1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
John Fleck,SCO,MF,0,0,1,0,2020-2021,Sheffield Utd,28,29,2575,28.6,0.02,0.1,0.12,51.61,1.26,8.67,26.01,17.55,0.87,51.61,1.89,1.05,1.94,0.84,1.55,26.85,140.77,75.52,1.89,1.68,0.17,1.05,0.84,32.62,2.17
Phil Foden,ENG,"FW,MF",0,0,1,1,2020-2021,Manchester City,20,17,1616,18.0,0.28,0.2,0.48,59.17,0.78,5.17,20.72,34.17,6.72,59.17,3.72,2.11,3.15,1.61,2.41,37.39,211.78,118.78,4.5,2.22,2.33,2.61,0.83,46.28,11.83
Wesley Fofana,FRA,DF,0,1,0,0,2020-2021,Leicester City,19,27,2262,25.1,0.04,0.01,0.05,81.12,7.41,34.46,44.54,3.11,0.8,81.12,0.84,0.6,2.84,0.24,1.14,50.72,323.86,191.47,1.47,0.92,0.04,1.08,0.48,53.55,0.32
Pablo Fornals,ESP,"FW,MF",0,0,1,1,2020-2021,West Ham,24,31,2572,28.6,0.21,0.08,0.29,49.2,0.77,8.01,24.13,17.87,2.31,49.2,2.1,1.01,1.69,1.08,1.81,28.71,152.38,72.06,2.06,1.43,0.38,1.29,0.73,33.67,4.97
Fraser Forster,ENG,GK,1,0,0,0,2020-2021,Southampton,32,8,720,8.0,0.0,0.0,0.0,37.75,29.88,37.0,0.75,0.0,0.0,37.75,0.0,0.0,,0.0,,15.38,88.5,55.88,0.0,0.0,0.0,0.0,0.0,14.5,0.0
Timothy Fosu-Mensah,NED,DF,0,1,0,0,2020-2021,Manchester Utd,22,1,80,0.9,0.03,0.31,0.33,93.33,1.11,16.67,42.22,34.44,4.44,93.33,2.22,2.22,111.11,0.0,0.0,50.0,224.44,104.44,2.22,2.22,1.11,0.0,2.22,72.22,14.44
Tyrese Francois,AUS,DF,0,1,0,0,2020-2021,Fulham,20,0,15,0.2,0.0,0.0,0.0,90.0,0.0,30.0,35.0,25.0,0.0,90.0,5.0,0.0,0.0,5.0,500.0,65.0,285.0,210.0,10.0,5.0,0.0,0.0,0.0,70.0,10.0
Ryan Fraser,SCO,"FW,MF",0,0,1,1,2020-2021,Newcastle Utd,26,9,928,10.3,0.09,0.19,0.28,41.84,1.17,4.76,13.4,24.27,2.14,41.84,0.39,0.29,7.28,0.1,2.43,23.4,133.79,64.08,2.04,1.36,0.39,1.17,0.49,28.35,6.89
Fred,BRA,MF,0,0,1,0,2020-2021,Manchester Utd,27,27,2390,26.6,0.07,0.07,0.14,79.81,2.52,18.83,47.22,14.7,0.56,79.81,1.13,0.9,3.01,0.23,0.75,46.13,217.56,101.95,1.17,1.24,0.04,1.09,1.13,56.24,1.24
Ryan Fredericks,ENG,"DF,FW",0,1,0,1,2020-2021,West Ham,27,6,569,6.3,0.04,0.19,0.24,56.03,5.24,14.92,23.49,17.94,1.9,56.03,1.11,0.48,6.81,0.63,9.06,24.44,120.32,72.06,1.75,1.27,0.32,0.48,0.48,31.43,6.19
Christian Fuchs,AUT,DF,0,1,0,0,2020-2021,Leicester City,34,8,702,7.8,0.01,0.0,0.01,87.31,6.79,28.33,50.26,9.1,0.26,87.31,0.26,0.0,0.0,0.26,12.82,45.9,164.23,76.03,0.26,0.77,0.0,0.26,0.13,55.77,0.9
Darnell Furlong,ENG,DF,0,1,0,0,2020-2021,West Brom,24,32,2932,32.6,0.06,0.06,0.12,47.58,3.99,14.2,19.75,13.87,1.81,47.58,0.74,0.31,1.28,0.43,1.79,16.81,85.34,39.36,1.35,0.71,0.09,1.23,0.31,22.88,3.19
Conor Gallagher,ENG,MF,0,0,1,0,2020-2021,West Brom,20,28,2531,28.1,0.05,0.06,0.12,46.73,1.99,10.14,23.67,13.63,1.25,46.73,1.96,1.07,1.94,0.89,1.62,23.95,134.31,50.11,1.14,0.96,0.39,2.21,1.28,26.94,2.1
Eric García,ESP,DF,0,1,0,0,2020-2021,Manchester City,19,3,383,4.3,0.02,0.0,0.02,88.6,5.81,24.19,61.4,3.02,0.23,88.6,0.0,0.0,,0.0,,64.88,338.14,234.42,1.86,1.63,0.0,0.93,0.0,71.4,0.0
Dwight Gayle,ENG,"FW,MF",0,0,1,1,2020-2021,Newcastle Utd,29,4,514,5.7,0.51,0.06,0.57,27.19,0.7,3.16,11.23,12.81,4.04,27.19,0.35,0.18,8.77,0.18,8.77,9.82,49.82,18.07,0.53,0.53,0.0,1.4,0.18,18.25,5.26
Jean-Philippe Gbamin,CIV,MF,0,0,1,0,2020-2021,Everton,24,0,12,0.1,0.0,0.0,0.0,140.0,10.0,10.0,70.0,60.0,0.0,140.0,10.0,0.0,0.0,10.0,1000.0,90.0,390.0,150.0,0.0,10.0,0.0,0.0,10.0,80.0,0.0
David de Gea,ESP,GK,1,0,0,0,2020-2021,Manchester Utd,29,26,2295,25.5,0.0,0.0,0.0,25.06,22.75,25.02,0.04,0.0,0.0,25.06,0.04,0.04,3.92,0.0,0.0,11.14,56.35,32.51,0.0,0.0,0.0,0.0,0.0,10.39,0.0
Anwar El Ghazi,NED,FW,0,0,0,1,2020-2021,Aston Villa,25,17,1613,17.9,0.47,0.1,0.57,46.98,1.28,3.97,15.59,27.82,4.02,46.76,2.74,1.45,2.97,1.28,2.62,27.88,154.58,80.17,2.79,2.12,0.61,2.68,1.96,36.2,9.11
Kieran Gibbs,ENG,DF,0,1,0,0,2020-2021,West Brom,30,9,809,9.0,0.01,0.04,0.05,43.78,5.89,17.33,19.11,7.56,0.44,43.78,0.22,0.22,11.11,0.0,0.0,19.56,113.78,54.78,1.22,0.67,0.11,1.0,0.11,21.33,1.89
Morgan Gibbs-White,ENG,"MF,FW",0,0,1,1,2020-2021,Wolves,20,4,414,4.6,0.17,0.09,0.25,65.65,0.65,4.57,33.04,28.7,2.61,65.65,2.83,1.74,13.37,1.09,8.37,44.57,243.04,118.91,3.26,3.26,0.43,3.91,1.09,51.52,5.87
Billy Gilmour,SCO,MF,0,0,1,0,2020-2021,Chelsea,19,3,261,2.9,0.02,0.06,0.07,85.52,1.03,18.28,50.0,17.59,0.0,85.52,1.38,0.34,8.62,1.03,25.86,46.9,230.0,88.62,1.03,1.03,0.0,0.69,0.0,69.31,0.34
Olivier Giroud,FRA,FW,0,0,0,1,2020-2021,Chelsea,33,8,748,8.3,0.51,0.13,0.64,36.99,1.33,4.82,15.42,16.99,6.27,36.99,0.24,0.24,12.05,0.0,0.0,14.58,33.61,14.34,0.0,0.12,0.0,2.05,0.72,27.59,4.82
Ben Godfrey,ENG,DF,0,1,0,0,2020-2021,Everton,22,29,2685,29.8,0.03,0.03,0.06,56.78,6.98,28.42,24.83,4.16,0.54,56.78,0.4,0.3,2.52,0.1,0.84,27.72,171.48,100.64,1.54,0.91,0.07,0.91,0.2,32.35,0.34
André Gomes,POR,MF,0,0,1,0,2020-2021,Everton,27,17,1570,17.4,0.03,0.06,0.08,62.3,1.72,12.76,36.9,13.33,0.69,62.3,2.76,1.78,3.71,0.98,2.03,36.95,196.55,91.21,1.72,1.44,0.23,1.72,1.78,44.31,1.61
Joe Gomez,ENG,DF,0,1,0,0,2020-2021,Liverpool,23,6,590,6.6,0.0,0.01,0.01,91.36,9.7,35.76,55.15,0.76,0.0,91.36,0.61,0.61,15.15,0.0,0.0,65.3,304.7,159.55,0.61,0.15,0.0,0.3,0.45,65.0,0.15
Anthony Gordon,ENG,"FW,MF",0,0,1,1,2020-2021,Everton,19,1,88,1.0,0.0,0.03,0.03,45.0,2.0,14.0,17.0,15.0,2.0,45.0,6.0,2.0,33.3,4.0,66.7,26.0,195.0,83.0,3.0,2.0,1.0,5.0,2.0,27.0,5.0
